minutes,events_analysed,touches_proxy,located_touches_proxy,receptions,located_receptions,avg_touch_x,avg_touch_y,avg_reception_x,avg_reception_y,left_wing_share,left_halfspace_share,centre_share,right_halfspace_share,right_wing_share,left_share,central_share,right_share,halfspace_share,final_third_involvement,final_third_share,passes,carries,shots,pressures,tackles,interceptions,recoveries,passes_completed,pass_completion,forward_passes,passes_unknown_endpoints,progressive_passes,passes_final_third_entry,passes_penalty_area_entry,carries_unknown_endpoints,progressive_carries,carries_final_third_entry,carries_penalty_area_entry,final_third_entries,penalty_area_entries,defensive_actions,touches_proxy_p90,receptions_p90,passes_p90,carries_p90,shots_p90,progressive_passes_p90,progressive_carries_p90,defensive_actions_p90,nearest_defender_distance,matches,unknown_minutes_matches,known_minutes,shot_assists,xg
,7234,5655,5655,1850,1850,65.34419392867669,42.604885057471265,64.48788288288289,42.28047297297297,0.2749778956675508,0.2671971706454465,0.1464190981432361,0.17152961980548187,0.1398762157382847,0.5421750663129974,0.1464190981432361,0.31140583554376655,0.4387267904509284,2903,0.5133510167992926,1841,1772,71,651,35,16,161,1543,0.8381314502987507,879,0,198,105,84,0,164,124,53,229,137,863,,,,,,,,,,32,1,2432.032,61,8.470831041
