player_id,player_name,match_id,match_date,minutes,nominal_position,starting_position,formation,PC1,PC2
statsbomb:player:27133,Odilon Kossonou,statsbomb:match:3895139,2023-11-12,93.98913333333333,Right Center Back,Right Center Back,3421,1.0095909072183185,0.4286737897033113
statsbomb:player:28268,Exequiel Alejandro Palacios,statsbomb:match:3895139,2023-11-12,87.93378333333334,Left Defensive Midfield,Left Defensive Midfield,3421,1.941062728329989,1.1912893069971549
statsbomb:player:32289,Victor Okoh Boniface,statsbomb:match:3895139,2023-11-12,87.98378333333334,Center Forward,Center Forward,3421,-1.975034150267102,-1.4899722730763518
statsbomb:player:32712,Jeremie Frimpong,statsbomb:match:3895139,2023-11-12,81.61711666666666,Right Wing Back,Right Wing Back,3421,-2.490471739028445,0.11127007326031393
statsbomb:player:3500,Granit Xhaka,statsbomb:match:3895139,2023-11-12,93.98913333333333,Right Defensive Midfield,Right Defensive Midfield,3421,1.9720863078038289,3.09043434533314
statsbomb:player:38004,Piero Martín Hincapié Reyna,statsbomb:match:3895139,2023-11-12,93.98913333333333,Left Center Back,Left Center Back,3421,2.431582852235669,-0.07740597163667017
statsbomb:player:40724,Florian Wirtz,statsbomb:match:3895139,2023-11-12,87.96711666666667,Left Attacking Midfield,Left Attacking Midfield,3421,-1.0419260124146148,2.933618788491325
statsbomb:player:8221,Jonathan Tah,statsbomb:match:3895139,2023-11-12,93.98913333333333,Center Back,Center Back,3421,1.779020591261619,-0.1083958294855784
statsbomb:player:8667,Lukáš Hrádecký,statsbomb:match:3895139,2023-11-12,93.98913333333333,Goalkeeper,Goalkeeper,3421,2.792290147966748,-3.0456557506695425
statsbomb:player:8804,Jonas Hofmann,statsbomb:match:3895139,2023-11-12,81.71711666666667,Right Attacking Midfield,Right Attacking Midfield,3421,-1.8825593852607232,-0.3032767270996585
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895153,2023-11-25,94.12848333333335,Left Wing Back,Left Wing Back,3421,-1.3666584884563506,-0.690093476413191
statsbomb:player:27133,Odilon Kossonou,statsbomb:match:3895153,2023-11-25,94.12848333333335,Right Center Back,Right Center Back,3421,1.663769470800226,0.15987085919722183
statsbomb:player:28268,Exequiel Alejandro Palacios,statsbomb:match:3895153,2023-11-25,94.12848333333335,Left Defensive Midfield,Left Defensive Midfield,3421,1.2451873273686043,2.031283465925638
statsbomb:player:32289,Victor Okoh Boniface,statsbomb:match:3895153,2023-11-25,72.08211666666666,Center Forward,Center Forward,3421,-1.3385594728604073,-1.7685810182288273
statsbomb:player:32712,Jeremie Frimpong,statsbomb:match:3895153,2023-11-25,81.18211666666666,Right Wing Back,Right Wing Back,3421,-2.8425417281825927,0.5736040313973724
statsbomb:player:3500,Granit Xhaka,statsbomb:match:3895153,2023-11-25,89.93211666666666,Right Defensive Midfield,Right Defensive Midfield,3421,0.9552966779755802,1.106500074642674
statsbomb:player:38004,Piero Martín Hincapié Reyna,statsbomb:match:3895153,2023-11-25,94.12848333333335,Left Center Back,Left Center Back,3421,1.4560876304915147,-0.2078084395129102
statsbomb:player:40724,Florian Wirtz,statsbomb:match:3895153,2023-11-25,81.18211666666666,Left Attacking Midfield,Left Attacking Midfield,3421,-1.2313072018286733,1.5401205559399997
statsbomb:player:8667,Lukáš Hrádecký,statsbomb:match:3895153,2023-11-25,94.12848333333335,Goalkeeper,Goalkeeper,3421,2.584677738032776,-2.969636490107542
statsbomb:player:8804,Jonas Hofmann,statsbomb:match:3895153,2023-11-25,89.78211666666667,Right Attacking Midfield,Right Attacking Midfield,3421,-1.2705302548699033,0.4553204280130503
statsbomb:player:9195,Robert Andrich,statsbomb:match:3895153,2023-11-25,94.12848333333335,Center Back,Center Back,3421,1.5656978174968401,-2.146780766121415
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895158,2023-12-03,98.57655,Left Wing Back,Left Wing Back,3421,-0.9716437634890572,-0.6586137925130485
statsbomb:player:27133,Odilon Kossonou,statsbomb:match:3895158,2023-12-03,98.57655,Right Center Back,Right Center Back,3421,-0.3809466911799952,1.6951268305289575
statsbomb:player:28268,Exequiel Alejandro Palacios,statsbomb:match:3895158,2023-12-03,82.09006666666667,Left Defensive Midfield,Left Defensive Midfield,3421,0.7013761212799184,3.131278705703933
statsbomb:player:30606,Edmond Fayçal Tapsoba,statsbomb:match:3895158,2023-12-03,98.57655,Left Center Back,Left Center Back,3421,3.0175821395560165,1.7946091362844698
statsbomb:player:32289,Victor Okoh Boniface,statsbomb:match:3895158,2023-12-03,98.57655,Center Forward,Center Forward,3421,-2.38588397868303,-1.0707032124535658
statsbomb:player:32712,Jeremie Frimpong,statsbomb:match:3895158,2023-12-03,98.57655,Right Wing Back,Right Wing Back,3421,-1.3019134066319331,0.05603375524818325
statsbomb:player:33401,Amine Adli,statsbomb:match:3895158,2023-12-03,31.236483333333332,Right Attacking Midfield,,,-0.617652948424784,-0.22094705844647694
statsbomb:player:3500,Granit Xhaka,statsbomb:match:3895158,2023-12-03,98.57655,Right Defensive Midfield,Right Defensive Midfield,3421,2.3080405718847516,4.367248950470814
statsbomb:player:40724,Florian Wirtz,statsbomb:match:3895158,2023-12-03,98.57655,Left Attacking Midfield,Left Attacking Midfield,3421,-1.3211825244905127,2.4210602179690563
statsbomb:player:8221,Jonathan Tah,statsbomb:match:3895158,2023-12-03,98.57655,Center Back,Center Back,3421,1.8445046074495974,-0.8261257607343796
statsbomb:player:8667,Lukáš Hrádecký,statsbomb:match:3895158,2023-12-03,98.57655,Goalkeeper,Goalkeeper,3421,2.5521505101827446,-3.0783240325942094
statsbomb:player:8804,Jonas Hofmann,statsbomb:match:3895158,2023-12-03,67.34006666666667,Right Attacking Midfield,Right Attacking Midfield,3421,-2.922839323458624,1.1785686986620374
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895167,2023-12-10,99.17123333333332,Left Wing Back,Left Wing Back,343,-2.0729202790673864,0.25686292415750367
statsbomb:player:28268,Exequiel Alejandro Palacios,statsbomb:match:3895167,2023-12-10,87.77323333333334,Left Defensive Midfield,Left Defensive Midfield,343,-0.6223056697772027,-0.6238715565252863
statsbomb:player:30606,Edmond Fayçal Tapsoba,statsbomb:match:3895167,2023-12-10,99.17123333333332,Left Center Back,Left Center Back,343,2.2317841698003997,-0.2942993127016935
statsbomb:player:32289,Victor Okoh Boniface,statsbomb:match:3895167,2023-12-10,76.70656666666667,Center Forward,Center Forward,343,-1.3015756812969068,-1.3810011308122143
statsbomb:player:32712,Jeremie Frimpong,statsbomb:match:3895167,2023-12-10,99.17123333333332,Right Wing Back,Right Wing Back,343,-2.5881865478587245,-0.36284083972243164
statsbomb:player:33401,Amine Adli,statsbomb:match:3895167,2023-12-10,69.3399,Left Wing,Left Wing,343,-1.9385052728353163,-0.7600378543264457
statsbomb:player:3500,Granit Xhaka,statsbomb:match:3895167,2023-12-10,99.17123333333332,Right Defensive Midfield,Right Defensive Midfield,343,0.7170867431814423,0.274175575993816
statsbomb:player:40724,Florian Wirtz,statsbomb:match:3895167,2023-12-10,99.17123333333332,Right Wing,Right Wing,343,-0.7313252028315022,2.876809174402489
statsbomb:player:8221,Jonathan Tah,statsbomb:match:3895167,2023-12-10,99.17123333333332,Center Back,Center Back,343,0.7293605584324248,-1.6492913083969158
statsbomb:player:8667,Lukáš Hrádecký,statsbomb:match:3895167,2023-12-10,99.17123333333332,Goalkeeper,Goalkeeper,343,2.7971515747661355,-3.0446416918868167
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895180,2023-12-17,96.92811666666667,Left Wing Back,Left Wing Back,3421,-1.0283716051062493,0.05224888526016236
statsbomb:player:27133,Odilon Kossonou,statsbomb:match:3895180,2023-12-17,96.92811666666667,Right Center Back,Right Center Back,3421,1.4041875156060502,0.11409860866560406
