player_id,player_name,cosine_similarity,match_count,represented_minutes
statsbomb:player:33401,Amine Adli,0.594156518827327,13,810.5336333333332
statsbomb:player:8804,Jonas Hofmann,0.5741271224991215,27,2250.9812666666667
statsbomb:player:32712,Jeremie Frimpong,0.3564589517571954,26,2197.185466666667
statsbomb:player:10336,Alejandro Grimaldo García,0.31387706180664554,30,2868.1396333333328
statsbomb:player:32289,Victor Okoh Boniface,0.17629299618270458,18,1395.5443333333335
