player_id,player_name,match_id,minutes,cosine_to_centroid,leave_one_out_cosine
statsbomb:player:28239,Adam Hložek,statsbomb:match:3895194,62.30918333333333,0.767603372222869,0.6631059451741494
statsbomb:player:28239,Adam Hložek,statsbomb:match:3895220,94.0664,0.8678317225051199,0.7361358836955154
statsbomb:player:28239,Adam Hložek,statsbomb:match:3895275,83.67051666666666,0.6407857369935279,0.3858279978524537
statsbomb:player:28239,Adam Hložek,statsbomb:match:3895292,31.966666666666665,0.3935118681651535,0.29217368549038214
statsbomb:player:28239,Adam Hložek,statsbomb:match:3895333,96.02663333333334,0.8465425640807961,0.6669634382246544
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895052,98.8651,0.5520291150527201,0.5211831026681479
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895060,99.82418333333334,0.6799500594861347,0.6587919060570964
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895074,100.45738333333333,0.62392706743477,0.588774292508576
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895086,85.25561666666665,0.5477138339457992,0.5203372993334897
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895095,96.33081666666666,0.2459452613237764,0.18410002064008152
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895107,97.13826666666667,0.6053879763682124,0.5739581700147937
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895113,96.30498333333334,0.7336244184630952,0.7090610928349341
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895121,91.14146666666666,0.709590870237045,0.6823901280582542
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895134,98.10436666666666,0.733853355765433,0.7158008750627083
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895139,93.98913333333333,0.7973156133954841,0.7802510520960159
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895153,94.12848333333335,0.6069342252990363,0.5809308414668961
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895158,98.57655,0.640472400915618,0.6130568644879444
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895167,99.17123333333332,0.8051858212358732,0.7860480986403509
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895180,96.92811666666667,0.5998027538628181,0.5686457728133538
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895182,97.11626666666666,0.592170430062772,0.5646718751448286
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895194,97.00015,0.8484643758779306,0.8364938225295372
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895202,98.48491666666665,0.8585579376156727,0.8419513767541184
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895210,95.49,0.6934435012164083,0.6719499980745727
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895220,96.19848333333333,0.8795730226220652,0.8671410015055415
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895232,91.29651666666668,0.745832232148442,0.7282781333444458
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895244,97.69043333333335,0.6296646803281807,0.5865143739122207
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895250,96.85481666666668,0.8049629605005235,0.7875010556986916
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895258,96.84403333333333,0.775654108195456,0.7529655376877014
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895266,91.23916666666668,0.6365535270845942,0.6072604115455296
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895275,95.33855,0.8921890899938048,0.8828968680992093
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895286,99.18626666666665,0.7574810649227821,0.7283195466614099
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895292,104.90231666666666,0.8122964547587505,0.7915596619565136
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895309,102.03961666666667,0.8621319819137127,0.8498058232852587
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895320,90.19406666666667,0.6445581141694784,0.6209368095843818
statsbomb:player:10336,Alejandro Grimaldo García,statsbomb:match:3895348,72.04833333333333,0.7774937345971545,0.7587405429410032
statsbomb:player:33401,Amine Adli,statsbomb:match:3895095,31.43008333333334,0.8113025802129714,0.7834373516841786
statsbomb:player:33401,Amine Adli,statsbomb:match:3895113,61.573816666666666,0.6739395500981249,0.5894627026312768
statsbomb:player:33401,Amine Adli,statsbomb:match:3895158,31.236483333333332,0.20228802215696196,0.1525010846262333
statsbomb:player:33401,Amine Adli,statsbomb:match:3895167,69.3399,0.6756066824399606,0.5786916966462414
statsbomb:player:33401,Amine Adli,statsbomb:match:3895232,84.37985,0.6964786673210767,0.5642627542046966
statsbomb:player:33401,Amine Adli,statsbomb:match:3895244,89.65753333333333,0.7889809747635244,0.7068801024868948
