player_id,player_name,group,cosine_similarity,euclidean_distance
statsbomb:player:41411,Nathan Tella,central_midfielder,-0.5961561878635733,5.5009699751576235
statsbomb:player:41411,Nathan Tella,centre_back,-0.9822909015850972,6.339080990574471
statsbomb:player:41411,Nathan Tella,striker,0.7389285551602388,2.9742005110942467
statsbomb:player:41411,Nathan Tella,wing_back,0.8939544326280959,2.2055844098998563
statsbomb:player:27133,Odilon Kossonou,attacking_midfielder,-0.6378331842498832,3.737242544729367
statsbomb:player:27133,Odilon Kossonou,central_midfielder,0.8474737133191727,0.9802042434722816
statsbomb:player:27133,Odilon Kossonou,centre_back,0.9466042585927522,0.7608500176233657
statsbomb:player:27133,Odilon Kossonou,striker,-0.8880619637706985,5.567271132717191
statsbomb:player:27133,Odilon Kossonou,wing_back,-0.6915726085571168,4.016748940942543
statsbomb:player:7044,Patrik Schick,attacking_midfielder,0.3710721427745731,3.6517691920095277
statsbomb:player:7044,Patrik Schick,central_midfielder,-0.9477181134035115,5.535270171573684
statsbomb:player:7044,Patrik Schick,centre_back,-0.7879955989050063,5.628567464020207
statsbomb:player:7044,Patrik Schick,striker,0.9483836430296865,1.2655931009261352
statsbomb:player:7044,Patrik Schick,wing_back,0.4057716747156423,3.6281594318460333
statsbomb:player:38004,Piero Martín Hincapié Reyna,attacking_midfielder,-0.6284028078225009,3.827420014985342
statsbomb:player:38004,Piero Martín Hincapié Reyna,central_midfielder,0.8729369574360525,0.9190502637642477
statsbomb:player:38004,Piero Martín Hincapié Reyna,centre_back,0.8401441408112335,1.1633359782321935
statsbomb:player:38004,Piero Martín Hincapié Reyna,striker,-0.9504304000784433,5.756305065245235
statsbomb:player:38004,Piero Martín Hincapié Reyna,wing_back,-0.5856985695260534,3.99319916648421
statsbomb:player:9195,Robert Andrich,attacking_midfielder,-0.7466039411404083,3.851802622399881
statsbomb:player:9195,Robert Andrich,central_midfielder,0.7856457902117179,1.159141573070858
statsbomb:player:9195,Robert Andrich,centre_back,0.8820191964821322,1.0268941581417106
statsbomb:player:9195,Robert Andrich,striker,-0.917673240486157,5.599898071798462
statsbomb:player:9195,Robert Andrich,wing_back,-0.6983594836334551,4.021058591945003
statsbomb:player:32289,Victor Okoh Boniface,attacking_midfielder,0.5087669987791203,4.4415826609883835
statsbomb:player:32289,Victor Okoh Boniface,central_midfielder,-0.9034734480991656,6.840163905821181
statsbomb:player:32289,Victor Okoh Boniface,centre_back,-0.7726619374519763,6.944663855545503
statsbomb:player:32289,Victor Okoh Boniface,striker,0.9857256837795355,1.392078001487085
statsbomb:player:32289,Victor Okoh Boniface,wing_back,0.4602117031070943,4.582652694226935
